Type,City,Rooms,Price,lat,lng,type,year,lot size,Driveway,Garage,Basement,Risk Level
House,Le Plateau-Mont-Royal,9 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,822000,45.48335309,-73.55850063,Two or more storey Detached,1900,1262,0,0,,0.4
Condo,Villeray/Saint-Michel/Parc-Extension,9 Rooms  1+1 Bedrooms  1+1 Bathrooms/Powder rooms  ,328900,45.571947,-73.63569,Divided,2000,,0,0,,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,165000,45.65307,-73.574093,Divided,1988,950,0,1,,1.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
Condo,Ville-Marie,6 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,698888,45.49603493,-73.57054951,Divided,2016,841,0,1,Adapted for reduced mobility Elevator,0.25
House,Verdun/Île-des-Soeurs,18 Rooms  4+1 Bedrooms  4+1 Bathrooms/Powder rooms  ,2590000,45.447031,-73.557031,Two or more storey Detached,2008,4262,0,2,Basement 6 feet or +,0.0
House,Pointe-Claire,14 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,800000,45.463213,-73.798824,Two or more storey Detached,2001,5367,4,1,Basement 6 feet or +,0.0
Triplex,Montréal-Nord,,499000,45.602976,-73.639449,Detached,1962,2044,0,0,,0.0
Condo,Ville-Marie,8 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1700000,45.495295,-73.5737,Divided,2017,1520,0,2,Elevator,1.75
Triplex,Rosemont/La,,779000,45.541263,-73.59763,Attached,1929,2152,0,0,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,209000,45.696193,-73.490333,Divided,2013,1046,0,0,,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,10 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,489000,45.64201626,-73.57869317,Two or more storey Semi-detached,1995,2970,2,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  3+0 Bedrooms  1+0 Bathroom/Powder room  ,255000,45.668653,-73.504421,Divided,2018,1424,1,0,,0.25
Duplex,Rosemont/La,,725000,45.548677,-73.596311,Semi-detached,1928,2730,2,0,Basement 6 feet or +,0.0
Triplex,Verdun/Île-des-Soeurs,,449000,45.46505,-73.57004,Semi-detached,1933,1621,0,0,,0.0
Condo,Le Plateau-Mont-Royal,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,365000,45.5296829,-73.56350739,Divided,1918,1028,1,0,,0.25
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,329000,45.447956,-73.556037,Divided,2006,758,0,1,Adapted for reduced mobility Elevator,0.0
Condo,Verdun/Île-des-Soeurs,5 Rooms  1+1 Bedrooms  1+0 Bathroom/Powder room  ,780000,45.447796,-73.555662,Divided,2009,1115,0,2,Elevator,0.0
